PS_i	PS_j	Sim_HPO
PS186500	PS312170	0.42978
PS220290	PS601390	0.42972
PS275200	PS601495	0.4297
PS248600	PS256100	0.42968
PS133100	PS312170	0.42965
PS133100	PS136760	0.42965
PS157640	PS308240	0.42939
PS105650	PS218330	0.42937
PS158350	PS602014	0.42937
PS211530	PS251600	0.42935
PS602483	PS614039	0.42935
PS156200	PS183600	0.42931
PS300352	PS607765	0.42931
PS160900	PS175800	0.4293
PS179850	PS224120	0.4293
PS164400	PS203300	0.42929
PS101800	PS105400	0.42928
PS115150	PS192600	0.42927
PS107970	PS601678	0.42924
PS249500	PS604233	0.42923
PS136800	PS309800	0.42922
PS106600	PS249000	0.42921
PS123100	PS133100	0.42921
PS131100	PS154500	0.42918
PS157640	PS266600	0.42914
PS604931	PS608594	0.42914
PS136800	PS600118	0.42911
PS160150	PS600513	0.4291
PS604233	PS609129	0.42905
PS212066	PS612286	0.42901
PS151660	PS236670	0.42899
PS607596	PS609129	0.42899
PS104500	PS193500	0.42894
PS253600	PS612286	0.42888
PS121210	PS600118	0.42887
PS188050	PS212065	0.42887
PS158600	PS248370	0.42886
PS127000	PS128100	0.42884
PS159000	PS612286	0.42883
PS159000	PS610489	0.42883
PS162000	PS309800	0.42876
PS108600	PS268000	0.42874
PS160900	PS257920	0.42873
PS154500	PS213300	0.42872
PS300352	PS615895	0.42871
PS268000	PS601462	0.42864
PS104290	PS309800	0.42863
PS127000	PS244400	0.42837
PS166200	PS251600	0.42836
PS250950	PS272430	0.42832
PS132400	PS607432	0.4283
PS306400	PS603041	0.42824
PS193000	PS233400	0.42823
PS151660	PS273750	0.42821
PS242860	PS306955	0.4282
PS305100	PS601462	0.42817
PS162400	PS190440	0.4281
PS203100	PS608594	0.42804
PS203100	PS214100	0.428
PS106600	PS151100	0.42796
PS604169	PS609308	0.4279
PS151660	PS203300	0.42786
PS118220	PS600512	0.42781
PS165500	PS210600	0.4278
PS117550	PS244400	0.42775
PS142690	PS151100	0.42774
PS158810	PS218330	0.4276
PS127000	PS249270	0.4276
PS202700	PS613155	0.42755
PS249000	PS607594	0.42742
PS257920	PS265120	0.42741
PS133100	PS303350	0.42739
PS160120	PS605432	0.42739
PS242860	PS300009	0.42734
PS118450	PS259700	0.42734
PS157600	PS603387	0.42732
PS105650	PS277300	0.42724
PS254800	PS608594	0.42722
PS600630	PS609308	0.4272
PS119530	PS600118	0.42716
PS176670	PS202200	0.42716
PS115150	PS153100	0.42715
PS127000	PS600165	0.42701
PS160150	PS268000	0.42696
PS256100	PS607596	0.42694
PS604233	PS614080	0.42694
PS193500	PS304500	0.42686
PS142690	PS265120	0.42679
PS300009	PS607426	0.42678
PS235200	PS609620	0.42676
PS127000	PS162400	0.42676
PS104500	PS603387	0.42674
PS606215	PS610489	0.42669
PS132400	PS252150	0.42668
PS117550	PS256450	0.42667
PS253310	PS607426	0.42661
PS242860	PS268000	0.42658
PS115150	PS134600	0.42657
PS176670	PS610542	0.42655
PS147950	PS225750	0.42647
PS231200	PS608594	0.4264
PS173900	PS220400	0.42637
PS188050	PS220400	0.42637
PS104290	PS147920	0.42633
PS208000	PS276700	0.42632
PS118100	PS165500	0.42631
PS202700	PS236670	0.42629
PS601390	PS607086	0.42628
PS306400	PS607326	0.42621
PS228520	PS308230	0.42618
PS600462	PS613038	0.42617
PS106600	PS117550	0.42608
PS215100	PS600721	0.42607
PS227650	PS249270	0.42603
PS163950	PS233300	0.426
PS151100	PS211400	0.42593
PS105650	PS200600	0.42589
PS276700	PS613038	0.42582
PS163950	PS214450	0.42581
PS162400	PS300000	0.4258
PS175800	PS222470	0.4258
PS176670	PS177900	0.42577
PS211400	PS236730	0.42575
PS135900	PS600630	0.42573
PS133100	PS135500	0.42572
PS127000	PS182250	0.42565
PS277300	PS312170	0.42564
PS145980	PS208500	0.42563
PS153100	PS183600	0.42556
PS175780	PS601390	0.42552
PS123100	PS259100	0.42549
PS118100	PS607426	0.42545
PS193500	PS601495	0.4254
PS104290	PS136800	0.42535
PS200600	PS235200	0.42527
PS115150	PS142690	0.42526
PS186500	PS222470	0.42511
PS310300	PS312080	0.4251
PS251270	PS600721	0.42499
PS119530	PS127000	0.42489
PS121210	PS187300	0.42477
PS164400	PS268000	0.42477
PS160900	PS272430	0.42476
PS122470	PS604233	0.42464
PS277600	PS300352	0.42458
PS201000	PS250950	0.42456
PS235200	PS260370	0.42453
PS257920	PS276900	0.42453
PS106600	PS275200	0.42449
PS214450	PS239300	0.42448
PS256450	PS308240	0.42446
PS127000	PS305100	0.42446
PS213300	PS607086	0.42441
PS275200	PS600721	0.42438
PS186500	PS191100	0.42434
PS202200	PS252150	0.42428
PS259700	PS602014	0.42428
PS160900	PS168600	0.42422
PS104500	PS158810	0.4241
PS147950	PS211530	0.42407
PS160565	PS176670	0.42394
PS166200	PS224050	0.42391
PS122470	PS600630	0.42389
PS190440	PS607594	0.42387
PS233400	PS244400	0.42384
PS105400	PS163950	0.42375
PS254130	PS609192	0.42375
PS168000	PS309510	0.42374
PS104500	PS227650	0.42372
PS231200	PS250950	0.42364
PS210200	PS211400	0.42361
PS115200	PS147920	0.42359
PS201000	PS256100	0.42357
PS108300	PS610489	0.42356
PS200600	PS614039	0.42356
PS231050	PS251600	0.42354
PS231200	PS266600	0.42346
PS133100	PS605711	0.42342
PS601678	PS607432	0.42336
PS200600	PS256300	0.4233
PS121200	PS252150	0.42328
PS272430	PS612286	0.42328
PS147950	PS212066	0.42325
PS259100	PS607014	0.42318
PS211400	PS212066	0.42314
PS214150	PS605711	0.42313
PS127550	PS244400	0.42296
PS204000	PS243310	0.42293
PS122470	PS607426	0.42287
PS100300	PS145260	0.4228
PS193500	PS249000	0.42278
PS229200	PS277300	0.42272
PS208085	PS309530	0.42267
PS175800	PS208085	0.42265
PS266900	PS309801	0.42259
PS104500	PS229200	0.42254
PS182250	PS600118	0.42254
PS183600	PS604004	0.42253
PS118100	PS224050	0.42251
PS145260	PS191100	0.42246
PS211400	PS601419	0.42242
PS145260	PS214700	0.42236
PS178600	PS306400	0.42235
PS163950	PS213600	0.42223
PS309510	PS609129	0.42223
PS225750	PS600512	0.42221
PS203300	PS600462	0.42206
PS147950	PS309530	0.42204
PS277300	PS607432	0.42201
PS187300	PS300352	0.42198
PS116200	PS123100	0.42198
PS121200	PS613038	0.42197
PS180849	PS203100	0.42194
PS224050	PS602014	0.42191
PS177900	PS248370	0.42184
PS300633	PS600721	0.42179
PS252150	PS615895	0.42178
PS173900	PS188050	0.42175
PS160565	PS610489	0.42174
PS147950	PS187300	0.42165
PS147950	PS251200	0.42163
PS208085	PS252350	0.4216
PS239300	PS259100	0.42157
PS193100	PS236670	0.42156
PS251600	PS609192	0.42156
PS131100	PS269500	0.4215
PS123100	PS208000	0.4214
PS118450	PS256450	0.4214
PS601678	PS604169	0.42134
PS118450	PS309510	0.42132
PS108600	PS229200	0.42128
PS119530	PS163950	0.42126
PS124900	PS601390	0.42125
PS128100	PS614742	0.42125
PS229200	PS601462	0.42117
PS108300	PS604004	0.42111
PS104500	PS613038	0.42109
PS173900	PS224690	0.42104
PS101800	PS251600	0.42098
PS107250	PS273750	0.42098
PS156200	PS600462	0.42094
PS127550	PS610542	0.42093
PS120100	PS303350	0.42087
PS127000	PS604931	0.42086
PS601144	PS603387	0.42079
PS147950	PS168600	0.42075
PS300751	PS614742	0.42072
PS202700	PS209900	0.4207
PS266900	PS613155	0.42069
PS105650	PS603387	0.42066
PS233400	PS310700	0.42061
PS135500	PS202200	0.42061
PS214100	PS600513	0.42057
PS121200	PS303350	0.42053
PS220210	PS270300	0.42052
PS257300	PS605711	0.42051
PS601678	PS614039	0.42043
PS104290	PS607634	0.42041
PS115150	PS605711	0.42041
PS275200	PS300009	0.42033
PS168000	PS249000	0.42026
PS300009	PS601495	0.42019
PS237450	PS252150	0.42019
PS208500	PS600721	0.42014
PS162400	PS222470	0.42008
PS121210	PS202700	0.42004
PS168600	PS215100	0.42001
PS182250	PS257920	0.41986
PS145980	PS609060	0.41984
PS224120	PS256450	0.41973
PS256300	PS306400	0.41966
PS160900	PS208500	0.41962
PS154500	PS607596	0.41961
PS601675	PS607426	0.41958
PS168000	PS601495	0.41955
PS190440	PS609308	0.4195
PS112240	PS253600	0.41944
PS147920	PS306400	0.41938
PS168600	PS220210	0.41932
PS193100	PS309530	0.41917
PS133100	PS213300	0.41915
PS168600	PS309800	0.41915
PS186500	PS229200	0.41909
PS106600	PS272430	0.41903
PS176670	PS604931	0.419
PS108300	PS608594	0.41897
PS190440	PS300352	0.41896
PS253600	PS300009	0.41892
PS175100	PS300352	0.41888
PS242860	PS276900	0.41884
PS252350	PS312170	0.4188
PS605711	PS614429	0.41877
PS605711	PS609620	0.41877
PS265450	PS607426	0.41877
PS202200	PS306400	0.41876
PS107250	PS309510	0.4186
PS163950	PS268000	0.41859
PS254800	PS607086	0.41855
PS231050	PS608808	0.41839
PS251200	PS609129	0.41829
PS157640	PS308230	0.41828
PS142690	PS607014	0.41825
PS193100	PS222470	0.41814
PS151660	PS154500	0.41806
PS214450	PS251270	0.41801
PS175100	PS308350	0.41799
PS249270	PS609192	0.4179
PS600721	PS601390	0.41786
PS104500	PS163950	0.41775
PS112240	PS158810	0.41771
PS122470	PS248600	0.4177
PS186500	PS213600	0.41756
PS107970	PS147920	0.41751
PS192600	PS605711	0.41749
PS211400	PS250950	0.41749
PS107250	PS127550	0.41749
PS601390	PS602014	0.41746
PS147920	PS168600	0.41745
PS242300	PS614080	0.41745
PS107250	PS108600	0.41742
PS208000	PS614080	0.41734
PS177900	PS259700	0.41731
PS604233	PS608567	0.41729
PS259900	PS308240	0.41728
PS241550	PS277600	0.41728
PS602014	PS607765	0.41728
PS249000	PS252350	0.41721
PS242300	PS309800	0.41721
PS115150	PS268000	0.4172
PS145980	PS175100	0.41719
PS225750	PS256450	0.41719
PS213600	PS228520	0.41713
PS118220	PS175100	0.4171
PS210200	PS600118	0.41701
PS256300	PS601675	0.41694
PS213300	PS252350	0.41692
PS151100	PS165500	0.41692
PS158350	PS258150	0.41678
PS151660	PS257300	0.41665
PS107250	PS305100	0.41665
PS259900	PS600462	0.41664
PS259900	PS607426	0.41664
PS300345	PS309510	0.41662
PS160150	PS227650	0.41656
PS123100	PS224120	0.41651
PS128100	PS277600	0.4165
PS122000	PS269500	0.4165
PS202200	PS256300	0.41648
PS200600	PS229200	0.41647
PS142690	PS176670	0.41646
PS212066	PS607086	0.41646
PS312170	PS607594	0.41643
PS127550	PS607426	0.4164
PS154500	PS225750	0.41639
PS242860	PS614742	0.41621
PS214150	PS600630	0.41618
PS231050	PS252350	0.41616
PS120435	PS306955	0.41615
PS600630	PS607594	0.41607
PS105250	PS208085	0.41607
PS123100	PS254800	0.41605
PS113900	PS601419	0.41604
PS213300	PS600513	0.41602
PS268000	PS601675	0.416
PS118220	PS120100	0.41592
PS257300	PS276900	0.41591
PS168000	PS610542	0.41588
PS182250	PS268310	0.41586
PS180849	PS308230	0.41585
PS300009	PS312170	0.41585
PS104290	PS239300	0.41584
PS175800	PS235200	0.41583
PS224050	PS268000	0.41582
PS120100	PS135500	0.41581
PS135700	PS210200	0.4158
PS220210	PS229200	0.41576
PS188050	PS309801	0.41574
PS605711	PS615895	0.41563
PS182250	PS603387	0.41561
PS225750	PS244400	0.41559
PS160120	PS252350	0.41558
PS153840	PS257920	0.41555
PS173900	PS213300	0.41543
PS101800	PS202200	0.41541
PS104500	PS107250	0.4154
PS158600	PS259700	0.41539
PS104500	PS231200	0.41522
PS242860	PS607086	0.41519
PS108600	PS153840	0.41505
PS251270	PS276700	0.41502
PS249500	PS608594	0.415
PS153840	PS601462	0.41493
PS614039	PS614742	0.41492
PS104500	PS127550	0.41485
PS215100	PS604233	0.41483
PS118100	PS192500	0.41471
PS211530	PS266900	0.41465
PS159000	PS209900	0.41464
PS187300	PS202200	0.41459
PS244400	PS608583	0.41455
PS607594	PS608583	0.41455
PS108600	PS607326	0.41452
PS208000	PS252150	0.4145
PS308350	PS615895	0.41447
PS601462	PS607326	0.41443
PS300000	PS609308	0.41442
PS160565	PS259100	0.41439
PS256300	PS268310	0.41438
PS158810	PS254800	0.41436
PS157600	PS252150	0.41429
PS189800	PS601678	0.41428
PS300000	PS603278	0.41427
PS168000	PS176670	0.4142
PS235200	PS266900	0.41402
PS115150	PS607765	0.414
PS193500	PS607765	0.41398
PS214150	PS254800	0.41391
PS136760	PS601495	0.4139
PS249500	PS305100	0.4138
PS100300	PS104290	0.41364
PS118220	PS163950	0.41362
PS600513	PS613155	0.4136
PS208500	PS211400	0.41346
PS135700	PS604004	0.4134
PS153100	PS233400	0.41338
PS208500	PS400044	0.41335
PS182250	PS244400	0.41334
PS214450	PS251200	0.41332
PS118450	PS305100	0.4133
PS121200	PS243310	0.41319
PS151100	PS177900	0.41319
PS308350	PS607014	0.41316
PS158600	PS256520	0.41311
PS204000	PS614080	0.41293
PS233300	PS607634	0.41293
PS131100	PS228520	0.41288
PS156200	PS244400	0.41284
PS105400	PS305100	0.41282
PS601678	PS604931	0.41268
PS266900	PS607432	0.41267
PS116200	PS309800	0.41259
PS106600	PS242300	0.41258
PS252350	PS309800	0.41249
PS233300	PS269500	0.41248
PS118450	PS269500	0.41245
PS117550	PS160120	0.4124
PS213600	PS600462	0.41233
PS104500	PS187300	0.41227
PS173900	PS260370	0.41225
PS175780	PS231050	0.41224
PS162400	PS600721	0.41223
PS211530	PS305100	0.41221
PS300345	PS613155	0.41212
PS119530	PS309510	0.41208
PS107250	PS227650	0.41206
PS250950	PS253310	0.41202
PS175780	PS607634	0.412
PS190440	PS604233	0.41195
PS253600	PS256450	0.41192
PS603278	PS607014	0.41186
PS104500	PS610542	0.41183
PS124900	PS135500	0.41181
PS204000	PS242860	0.41181
PS136760	PS609308	0.41179
PS208000	PS308230	0.41172
PS118100	PS614429	0.41164
PS600118	PS600513	0.41162
PS118100	PS192600	0.41149
PS118100	PS606215	0.41149
PS136760	PS160565	0.41149
PS208000	PS210200	0.41148
PS136520	PS252150	0.41147
PS601675	PS614372	0.41146
PS227650	PS251600	0.41146
PS187950	PS227650	0.41145
PS224120	PS259900	0.41144
PS127550	PS605711	0.41143
PS115150	PS115200	0.4114
PS160150	PS256450	0.41133
PS157640	PS252350	0.41131
PS106600	PS108720	0.4113
PS233300	PS273750	0.41125
PS253310	PS615895	0.41122
PS118450	PS161800	0.41117
PS104500	PS251270	0.41108
PS214100	PS266600	0.41103
PS100300	PS601678	0.41103
PS193500	PS309530	0.411
PS113900	PS151100	0.41097
PS227650	PS277450	0.4109
PS127550	PS253310	0.41085
PS120100	PS610542	0.4108
PS147920	PS265120	0.41079
PS218330	PS308230	0.41069
PS118220	PS607086	0.41069
PS256520	PS276900	0.41069
PS115150	PS175100	0.41065
PS193100	PS601462	0.41058
PS604772	PS610489	0.41055
PS133780	PS173900	0.41054
PS160900	PS254800	0.4105
PS300000	PS602014	0.41036
PS180849	PS249270	0.41024
PS211400	PS601675	0.41021
PS253310	PS259100	0.41017
PS222470	PS268000	0.41014
PS159000	PS277300	0.41013
PS113900	PS277600	0.41005
PS118100	PS175780	0.41004
PS233400	PS268000	0.41002
PS121210	PS133100	0.41001
PS220210	PS609620	0.40993
PS312170	PS600512	0.40988
PS203100	PS208085	0.40985
PS158600	PS600512	0.40976
PS101800	PS306400	0.40966
PS104290	PS127000	0.40965
PS107250	PS135500	0.4096
PS607765	PS610799	0.40956
PS254130	PS600630	0.4095
PS305100	PS309530	0.40948
PS248600	PS253310	0.40946
PS105650	PS122470	0.40946
PS215100	PS305100	0.40937
PS213300	PS310700	0.40935
PS158600	PS251200	0.40932
PS600513	PS605711	0.40928
PS249000	PS605711	0.40925
PS151660	PS269500	0.40925
PS208000	PS227650	0.4091
PS175100	PS613155	0.40909
PS209900	PS251600	0.40905
PS180849	PS306400	0.409
PS127000	PS600721	0.40896
PS237450	PS256300	0.40891
PS211400	PS220210	0.40889
PS242860	PS248600	0.40889
PS105400	PS202700	0.40878
PS157600	PS613155	0.40878
PS253310	PS600721	0.40871
PS135700	PS175780	0.4087
PS115150	PS604931	0.40865
PS162400	PS203300	0.40859
PS168600	PS210600	0.40859
PS180849	PS612286	0.40857
PS118450	PS228520	0.40852
PS310300	PS608808	0.4085
PS164400	PS310300	0.40848
PS117550	PS157600	0.40838
PS117550	PS600512	0.40838
PS153100	PS600118	0.40838
PS300000	PS300352	0.40835
PS215100	PS306400	0.4083
PS187300	PS309530	0.4083
PS227650	PS310300	0.4083
PS133100	PS600513	0.40828
PS211400	PS256520	0.4082
PS212065	PS605389	0.4082
PS602483	PS607086	0.4082
PS601419	PS615040	0.40819
PS176670	PS211530	0.40819
PS601495	PS613155	0.40816
PS214450	PS605711	0.40816
PS105250	PS127550	0.40813
PS105250	PS135900	0.40812
PS175100	PS600118	0.40809
PS135500	PS600462	0.40798
PS214150	PS607086	0.40792
PS118450	PS225750	0.40792
PS133780	PS601495	0.40781
PS252150	PS600513	0.40773
PS165500	PS251450	0.40761
PS220210	PS601495	0.40749
PS105550	PS224690	0.40741
PS108300	PS607432	0.40737
PS308350	PS601678	0.40736
PS134600	PS601495	0.40735
PS132400	PS601419	0.4073
PS134600	PS610542	0.40722
PS134600	PS183600	0.40718
PS142690	PS168000	0.40706
PS118450	PS135500	0.40705
PS117550	PS276700	0.40704
PS249000	PS265120	0.40698
PS145260	PS603041	0.40698
PS135900	PS276700	0.40697
PS177900	PS218330	0.40694
PS118220	PS300000	0.40693
PS136760	PS175100	0.40685
PS163950	PS300352	0.40681
PS145980	PS212065	0.40661
PS204000	PS609060	0.40659
PS108300	PS603041	0.40656
PS163950	PS168600	0.40648
PS193500	PS613038	0.40647
PS135700	PS249270	0.40641
PS249270	PS256300	0.4064
PS105650	PS224690	0.40639
PS106600	PS222470	0.40636
PS179850	PS222470	0.40629
PS131100	PS203100	0.40626
PS185800	PS601675	0.40622
PS248600	PS600512	0.40621
PS127550	PS277450	0.40617
PS161800	PS259100	0.40616
PS308240	PS609192	0.4061
PS127000	PS268000	0.40604
PS136520	PS211530	0.40603
PS233400	PS610542	0.40602
PS212065	PS252350	0.4059
PS601495	PS609060	0.40589
PS165500	PS614742	0.40581
PS147950	PS305100	0.40581
PS156610	PS204000	0.40577
PS131100	PS160120	0.40576
PS225750	PS254130	0.40569
PS158600	PS614080	0.40567
PS208000	PS253310	0.40564
PS118450	PS233300	0.40556
PS254130	PS601675	0.40544
PS234200	PS273750	0.40534
PS121210	PS183600	0.40533
PS133100	PS236100	0.40528
PS105250	PS131100	0.40527
PS607014	PS614372	0.40526
PS175780	PS209900	0.40525
PS251600	PS613155	0.40516
PS136800	PS236670	0.405
PS243310	PS304500	0.40497
PS120100	PS607432	0.40496
PS254800	PS256520	0.40495
PS186500	PS305100	0.40493
PS193100	PS309801	0.40488
PS602483	PS607596	0.40484
PS601678	PS604004	0.40483
PS208500	PS606215	0.40474
PS175100	PS236730	0.40473
PS121200	PS135900	0.40472
PS104290	PS156610	0.40472
PS204000	PS234200	0.40468
PS235200	PS241550	0.40468
PS256300	PS609060	0.40459
PS104290	PS276700	0.40454
PS248600	PS249500	0.40452
PS147920	PS600462	0.4045
PS107250	PS224050	0.4045
PS244400	PS305100	0.40448
PS151660	PS265450	0.40448
PS236670	PS600513	0.40442
PS151660	PS162400	0.40431
PS254800	PS259700	0.40425
PS151623	PS222470	0.40424
PS128100	PS131100	0.40422
PS600118	PS607594	0.40419
PS309510	PS607086	0.40414
PS115150	PS306400	0.40411
PS250950	PS309530	0.40411
PS159000	PS233400	0.40409
PS147950	PS211400	0.40407
PS133780	PS607326	0.40407
PS204000	PS250950	0.40405
PS133100	PS601419	0.40403
PS213600	PS256100	0.40398
PS272430	PS600462	0.40376
PS118450	PS233400	0.40372
PS158350	PS158600	0.40368
PS215100	PS600165	0.40367
PS176670	PS604004	0.40343
PS265120	PS604931	0.4034
PS100300	PS600513	0.40337
PS210200	PS309800	0.40336
PS108300	PS108600	0.40334
PS268310	PS276700	0.40329
PS210600	PS259900	0.40322
PS224690	PS605711	0.40314
PS108600	PS203300	0.40314
PS158350	PS609129	0.40313
PS123100	PS160700	0.40313
PS162400	PS237450	0.40311
PS251200	PS253600	0.40309
PS115150	PS153840	0.40307
PS107970	PS607594	0.40303
PS243310	PS268000	0.40298
PS142690	PS212066	0.40289
PS259700	PS614372	0.40289
PS101800	PS168600	0.40282
PS112240	PS168600	0.4028
PS239300	PS308240	0.40276
PS187300	PS256100	0.40265
PS153100	PS608567	0.4026
PS104290	PS215100	0.40257
PS601495	PS610542	0.40254
PS268000	PS613155	0.40252
PS211530	PS614742	0.40251
PS220210	PS600630	0.40249
PS600630	PS600721	0.4024
PS104500	PS212066	0.4024
PS224050	PS275200	0.4024
PS168600	PS180849	0.40238
PS168000	PS253600	0.40209
PS256730	PS272430	0.40206
PS163950	PS604772	0.40203
PS235200	PS608567	0.40201
PS300009	PS309530	0.40196
PS118450	PS175780	0.40191
PS213600	PS266900	0.40191
PS147920	PS192600	0.40187
PS119530	PS607086	0.40187
PS182250	PS214150	0.40185
PS108600	PS248370	0.40173
PS156610	PS254800	0.40172
PS224690	PS258150	0.40171
PS601495	PS607634	0.40168
PS268310	PS600721	0.40161
PS119530	PS610542	0.40158
PS160120	PS220400	0.40157
PS104290	PS187300	0.40152
PS259700	PS310500	0.40148
PS133100	PS243310	0.40146
PS248600	PS612286	0.40145
PS218330	PS234200	0.40143
PS234200	PS615895	0.40142
PS162000	PS614080	0.40141
PS212065	PS242300	0.40141
PS253310	PS610489	0.40138
PS104290	PS120100	0.40132
PS151660	PS604772	0.40127
PS305100	PS607634	0.40122
PS160565	PS613038	0.40117
PS159000	PS259100	0.40113
PS113900	PS208085	0.401
PS104500	PS309800	0.40098
PS168000	PS202700	0.40093
PS104290	PS252350	0.40093
PS253600	PS265120	0.40091
PS156200	PS157600	0.4009
PS156200	PS600512	0.4009
PS244400	PS252150	0.40087
PS214700	PS249270	0.40087
PS115150	PS136520	0.40085
PS214700	PS612286	0.40077
PS122470	PS153100	0.40076
