PS_i	PS_j	Sim_BP	Sim_CC	Sim_MF	Sim_GO_max
PS168600	PS211530	0.69715	0.41889	0	0.69715
PS187950	PS202200	0.68534	0.69715	0.33342	0.69715
PS153100	PS203100	0.69714	0.55454	0.17471	0.69714
PS117550	PS188050	0.69713	0.32597	0.23658	0.69713
PS158600	PS254800	0.61678	0.69713	0.33342	0.69713
PS220290	PS225750	0.69713	0.2435	0.17253	0.69713
PS227650	PS609060	0.57408	0.69713	0.64385	0.69713
PS143880	PS248600	0.69711	0.38775	0.06697	0.69711
PS251450	PS300751	0.48499	0.69709	0.36279	0.69709
PS154500	PS278300	0.69708	0.5556	0.57776	0.69708
PS194070	PS277450	0.69708	0.45357	0	0.69708
PS128100	PS136760	0.69707	0.3432	0.52634	0.69707
PS607596	PS614080	0.64495	0.50471	0.69706	0.69706
PS614080	PS614372	0.67505	0	0.69706	0.69706
PS220210	PS310300	0.54503	0.69704	0.38875	0.69704
PS193100	PS244400	0.69695	0.25641	0.25024	0.69695
PS112240	PS250950	0.18536	0.6969	0.2446	0.6969
PS118100	PS607596	0.69684	0.53355	0.44179	0.69684
PS134600	PS249500	0.69684	0.2795	0.27785	0.69684
PS220210	PS615419	0.69684	0.07987	0.35186	0.69684
PS182250	PS615895	0.69618	0.64849	0.69683	0.69683
PS210200	PS268310	0.47118	0.69683	0.39435	0.69683
PS242860	PS278300	0.58624	0.36646	0.69683	0.69683
PS605389	PS609161	0.69683	0.15632	0.11959	0.69683
PS114580	PS304500	0.62894	0.69682	0.57862	0.69682
PS242300	PS310500	0.42341	0.69677	0.11959	0.69677
PS160700	PS614742	0.4434	0.56779	0.69675	0.69675
PS188050	PS614742	0.56763	0.37098	0.69675	0.69675
PS115200	PS176670	0.5216	0.69674	0.30575	0.69674
PS178600	PS604004	0.34324	0.69669		0.69669
PS201000	PS607765	0.69667	0.48151	0.1738	0.69667
PS158810	PS608583	0.5947	0.69666	0.13633	0.69666
PS192500	PS607411	0.69666	0.16379	0.25792	0.69666
PS254090	PS608583	0.57822	0.69666	0.13633	0.69666
PS108720	PS600512		0.69665		0.69665
PS108720	PS614372	0.15997	0.69665		0.69665
PS231050	PS259900	0.31248	0.69665	0.53058	0.69665
PS256520	PS268310	0.38254	0.69662	0	0.69662
PS233300	PS614742	0.6073	0.58429	0.69661	0.69661
PS214450	PS224120	0.69655	0.63966	0.58962	0.69655
PS135500	PS309530	0.66351	0.69652	0.41495	0.69652
PS306400	PS609060	0.32385	0.69651	0.68824	0.69651
PS212066	PS224050	0.69647	0.42594	0.30575	0.69647
PS253600	PS615040	0.69647	0.60612	0	0.69647
PS159000	PS252350	0.69641	0.27047	0.23174	0.69641
PS277600	PS601675	0.69639	0.20502	0.2103	0.69639
PS188550	PS604169	0.69634	0.19941		0.69634
PS160150	PS601678	0.69633	0.64566	0.11161	0.69633
PS236670	PS614039	0.68089	0.38246	0.69633	0.69633
PS308240	PS603513	0.0498	0.69633	0.20383	0.69633
PS613155	PS614039	0.27293	0.52374	0.69633	0.69633
PS121210	PS210200	0.08883	0.6963	0.40718	0.6963
PS162000	PS312080	0.69627	0.4728	0.22255	0.69627
PS114580	PS276900	0.69626	0.55876	0.28392	0.69626
PS143880	PS309530	0.69626	0.40561	0.13952	0.69626
PS132400	PS251600	0.69623	0.14786	0	0.69623
PS135500	PS167250	0.69623	0.33947	0.44647	0.69623
PS601144	PS605389	0.69623	0.6705	0.16671	0.69623
PS158600	PS609308	0.1381	0.69622	0.13952	0.69622
PS114580	PS167200	0.6962	0.53416	0.23878	0.6962
PS191100	PS607014	0.69616	0.45564	0.06697	0.69616
PS400044	PS613155	0.69616	0.41047	0.66677	0.69616
PS142690	PS169150	0.45089	0.69615		0.69615
PS104500	PS250950	0.69614	0.05885	0.2446	0.69614
PS203100	PS252150	0.6961	0.44962	0.42654	0.6961
PS256450	PS604364	0.6961	0.33454	0.15911	0.6961
PS100300	PS105250	0.69609	0.44637	0.21112	0.69609
PS143880	PS211400	0.45653	0.69608	0.08371	0.69608
PS248600	PS608594	0.69603	0.47029	0.1264	0.69603
PS210200	PS300345	0.29533	0.31069	0.69599	0.69599
PS210200	PS607432	0.4246	0.64235	0.69599	0.69599
PS104500	PS254090	0.69598	0.66474	0.35186	0.69598
PS163950	PS190440	0.69594	0.26533	0.47223	0.69594
PS233400	PS278300	0.69594	0.51259	0.65197	0.69594
PS273750	PS609620	0.69593	0.64457	0.19898	0.69593
PS182250	PS231090			0.69592	0.69592
PS254130	PS608583	0.37257	0.69592	0.13892	0.69592
PS202200	PS214100	0.60924	0.69591	0.30575	0.69591
PS200600	PS239300	0.60206	0.69589	0	0.69589
PS201000	PS601419	0.69586	0.34444	0.33342	0.69586
PS165500	PS312080	0.69585	0.53554	0.39766	0.69585
PS277450	PS306955	0.69585	0.52001	0	0.69585
PS160565	PS203100	0.42671	0.69583	0.20838	0.69583
PS242860	PS604364	0.69583	0.45371	0.19473	0.69583
PS101800	PS259900	0.31548	0.38653	0.69582	0.69582
PS114580	PS157600	0.69582	0.44839	0.28392	0.69582
PS162000	PS300633	0.69582	0.35949		0.69582
PS603387	PS607411	0.69582	0.38697	0.31667	0.69582
PS101800	PS607634	0.3362	0.69581	0.16742	0.69581
PS105650	PS162000	0.49796	0.69575	0.21566	0.69575
PS126800	PS179850	0.69574	0.14606	0.2446	0.69574
PS607594	PS614080	0.48548	0.69568	0.21112	0.69568
PS120435	PS615895	0.69567	0.20052	0.57833	0.69567
PS236730	PS600118	0.69567	0.42135	0.16663	0.69567
PS162000	PS169150	0.69564	0.54228		0.69564
PS128100	PS610542	0.69563	0.60673	0.5358	0.69563
PS100300	PS127550	0.69562	0.62537	0.2103	0.69562
PS101800	PS203300	0.68501	0.69561	0.30575	0.69561
PS175780	PS610542	0.6956	0.55024	0.06697	0.6956
PS203100	PS248600	0.6956	0.52007	0.2234	0.6956
PS115210	PS607765	0.69554	0.50909	0.26389	0.69554
PS160900	PS256450	0.30187	0.56931	0.69551	0.69551
PS108800	PS610799	0.69546	0.499	0.31665	0.69546
PS231050	PS612286	0.69545	0	0.32551	0.69545
PS233300	PS256730	0.69542	0.26627	0.27808	0.69542
PS237450	PS607432	0.69541	0.05638	0.24897	0.69541
PS161800	PS187950	0.6954	0.379	0.36503	0.6954
PS237450	PS254130	0.35955	0.6954	0.10696	0.6954
PS309510	PS309801	0.65502	0.69536	0.14649	0.69536
PS277300	PS613155	0.69532	0.32275	0.11719	0.69532
PS160700	PS608567	0.69524	0.44409	0.17253	0.69524
PS237450	PS239300	0.46589	0.69521	0.25116	0.69521
PS118220	PS259900	0.56219	0.50563	0.69519	0.69519
PS222470	PS249500	0.69517	0.41909	0.12557	0.69517
PS105550	PS188550	0.44728	0.69516		0.69516
PS609129	PS614039	0.69516	0.42291	0.39374	0.69516
PS249500	PS256520	0.69515	0.31189	0.54419	0.69515
PS160700	PS224690	0.53775	0.69514	0.2289	0.69514
PS156200	PS607014	0.48545	0.69513	0.13022	0.69513
PS147950	PS202200	0.69509	0.67638	0.2446	0.69509
PS132400	PS167250	0.35189	0.69508	0	0.69508
PS214700	PS600513	0.69508	0.61921	0.15449	0.69508
PS160120	PS609129	0.69506	0.51552	0.28433	0.69506
PS266600	PS271930	0.69505	0.4182	0.17593	0.69505
PS104290	PS168000	0.17099	0.69504	0.68952	0.69504
PS211400	PS601198	0.67447	0.69503	0.16663	0.69503
PS231050	PS604348	0.69498	0	0.24647	0.69498
PS136760	PS220400	0.69497	0.21872	0.09301	0.69497
PS142690	PS609060	0.69497	0.4232	0.4744	0.69497
PS105550	PS608583	0.69493	0.28897	0.14241	0.69493
PS212066	PS234200	0.69492	0.56554	0.23174	0.69492
PS303350	PS605432	0.69492	0.33438	0.11959	0.69492
PS114580	PS224120	0.39466	0.6949	0.27227	0.6949
PS143880	PS600721	0.69489	0.44811	0.12557	0.69489
PS251600	PS615040	0.69487	0.17661	0	0.69487
PS300633	PS609060	0.64277	0.69487		0.69487
PS174050	PS188550	0.27922	0.69484		0.69484
PS256300	PS610542	0.62412	0.69483	0.10045	0.69483
PS208000	PS254800	0.52608	0.69481	0.13022	0.69481
PS266600	PS609161	0.69481	0.07188	0.07441	0.69481
PS224050	PS601495	0.6948	0.68113	0.27785	0.6948
PS600165	PS601144		0.69479		0.69479
PS136500	PS179850	0.69474	0.36265	0.13394	0.69474
PS156200	PS203100	0.69474	0.64859	0.40896	0.69474
PS101800	PS613155	0.69472	0.65953	0.37778	0.69472
PS136760	PS253310	0.69471	0.21803	0.16742	0.69471
PS215100	PS249500	0.69471	0.56288	0.56662	0.69471
PS601419	PS601675	0.55136	0.6947	0.28599	0.6947
PS208000	PS268310	0.5675	0.69469	0.38222	0.69469
PS107970	PS136800	0.69467	0.3031	0.35186	0.69467
PS160900	PS254800	0.34144	0.69465	0.25964	0.69465
PS600721	PS614429	0.28365	0.69465	0.09567	0.69465
PS212066	PS608567	0.39774	0.69463	0.17471	0.69463
PS231200	PS257920	0.69462	0.20295	0.09567	0.69462
PS612286	PS614080	0.31415	0.69462	0.29605	0.69462
PS244400	PS265450	0.6946	0.33457	0.1435	0.6946
PS259900	PS601419	0.69455	0.48941	0.28482	0.69455
PS100300	PS614080	0.33427	0.69451	0.17593	0.69451
PS115150	PS160565	0.60024	0.69449	0.14519	0.69449
PS208085	PS258150	0.69449	0.47292	0.35186	0.69449
PS124900	PS242300	0.69448	0.54895	0.40095	0.69448
PS614039	PS615774	0.11429	0.69448		0.69448
PS132400	PS607014	0.185	0.69447	0	0.69447
PS202700	PS220210	0.36332	0.69445	0.35186	0.69445
PS157640	PS212065	0.69443	0.45167	0.59366	0.69443
PS160700	PS607411	0.69442	0.41482	0.27808	0.69442
PS604004	PS609620	0.56037	0.6944		0.6944
PS143880	PS276700	0.69439	0.36465	0.13394	0.69439
PS268000	PS602483	0.69436	0.36511	0.52128	0.69436
PS112240	PS256520	0.30962	0.69433	0	0.69433
PS160565	PS607765	0.43108	0.69433	0.20383	0.69433
PS167250	PS608567	0.69433	0.2215	0.20383	0.69433
PS167250	PS189800	0.69432	0.54676		0.69432
PS147950	PS256730	0.69431	0.51336	0.2446	0.69431
PS113900	PS250950	0.54512	0.69422	0.20838	0.69422
PS156200	PS300000	0.20349	0.69422		0.69422
PS157600	PS608583	0.69421	0.20209	0.13892	0.69421
PS158600	PS200600	0.45011	0.69421	0.33342	0.69421
PS192500	PS266600	0.45499	0.69417	0.18368	0.69417
PS108300	PS614080	0.53479	0.69416	0.18523	0.69416
PS601764	PS607411	0.6941	0.08929	0	0.6941
PS151623	PS203100	0.65134	0.69406	0.4916	0.69406
PS135700	PS151660	0.63688	0.69404	0.23368	0.69404
PS312170	PS400044	0.69404	0.66559	0.50013	0.69404
PS273750	PS609308	0.53284	0.69403	0.12557	0.69403
PS309530	PS614742	0.60455	0.30485	0.69402	0.69402
PS122000	PS254800	0.694	0.45076	0.19473	0.694
PS126800	PS133100	0.694	0.25066	0.26207	0.694
PS107970	PS277450	0.69396	0.52455	0	0.69396
PS160900	PS201000	0.27738	0.34506	0.69395	0.69395
PS160900	PS259700	0.25585	0.38197	0.69395	0.69395
PS160900	PS269500	0.3767	0.18577	0.69395	0.69395
PS160900	PS276900	0.18651	0.24609	0.69395	0.69395
PS233400	PS609620	0.69395	0.29741	0.64064	0.69395
PS135700	PS248370	0.55475	0.69394	0.1435	0.69394
PS156200	PS193900	0.47875	0.69393	0	0.69393
PS257920	PS607765	0.69393	0	0.67906	0.69393
PS193000	PS601419	0.69392	0.21649	0.33342	0.69392
PS204000	PS601419	0.58309	0.69392	0.33342	0.69392
PS210600	PS268000	0.69392	0.3808	0.44985	0.69392
PS160900	PS225750	0.46598	0.46767	0.69388	0.69388
PS208500	PS234200	0.69387	0.45022	0.23174	0.69387
PS122000	PS160700	0.69386	0.59276	0.6153	0.69386
PS200600	PS601198	0.69385	0.24913	0.20383	0.69385
PS212066	PS607634	0.46506	0.69385	0.16742	0.69385
PS179850	PS190440	0.69384	0.38621	0.13394	0.69384
PS165500	PS601495	0.69383	0.62458	0.12557	0.69383
PS224120	PS253600	0.39078	0.69381	0.47073	0.69381
PS162400	PS614372	0.49228	0	0.6938	0.6938
PS175100	PS253600	0.6938	0.67995	0.64424	0.6938
PS175780	PS604931	0.44138	0.6938	0	0.6938
PS160565	PS603513	0.61097	0.69379	0.37491	0.69379
PS204000	PS254090	0.69376	0.43626	0.35186	0.69376
PS145980	PS607634	0.52649	0.69374	0.10045	0.69374
PS249270	PS253310	0.69374	0.63035	0.08371	0.69374
PS157600	PS600513	0.69373	0.06846	0.15449	0.69373
PS115200	PS234200	0.69372	0.48897	0.57597	0.69372
PS162400	PS601495	0.69372	0.58558	0.19473	0.69372
PS160120	PS233400	0.69371	0.26992	0.25512	0.69371
PS118220	PS601419	0.5177	0.69369	0.25024	0.69369
PS122000	PS202700	0.69365	0.3337	0.19473	0.69365
PS227650	PS607765	0.69364	0.49826	0.59113	0.69364
PS176670	PS200600	0.50228	0.69363	0.30575	0.69363
PS101800	PS215100	0.43162	0.69361	0.57518	0.69361
PS153840	PS606215	0.6936	0.55199	0.12803	0.6936
PS161050	PS162400	0.69354	0.45358	0.60209	0.69354
PS153100	PS208085	0.69353	0.68052	0.35186	0.69353
PS160700	PS253600	0.69351	0.61316	0.59635	0.69351
PS212066	PS248600	0.69351	0.4757	0.1264	0.69351
PS151623	PS608594	0.51458	0.6935	0.3288	0.6935
PS158810	PS308350	0.64054	0.69348	0.21112	0.69348
PS254090	PS308350	0.58193	0.69348	0.21112	0.69348
PS176670	PS609129	0.46814	0.69345	0.27808	0.69345
PS108800	PS153840	0.69343	0.24065	0.10231	0.69343
PS132400	PS256100	0.69343	0.203	0	0.69343
PS208000	PS604004	0.56697	0.69341		0.69341
PS600630	PS607432	0.30051	0.69337	0.5014	0.69337
PS214100	PS277180	0.15981	0.69333	0	0.69333
PS211400	PS250950	0.28348	0.69332	0.18746	0.69332
PS167200	PS602483	0.51297	0.69331	0.21112	0.69331
PS157640	PS161800	0.61863	0.69329	0.23758	0.69329
PS161800	PS304500	0.69328	0.59123	0.27795	0.69328
PS175800	PS227650	0.50288	0.41368	0.69324	0.69324
PS175800	PS300345	0.44006	0.27236	0.69324	0.69324
PS175800	PS312080	0.601	0.46272	0.69324	0.69324
PS175800	PS607432	0.45191	0.354	0.69324	0.69324
PS242300	PS309530	0.61691	0.52877	0.69324	0.69324
PS252150	PS300345	0.34898	0.22946	0.69324	0.69324
PS252150	PS312080	0.54453	0.62044	0.69324	0.69324
PS252150	PS607432	0.35039	0.60391	0.69324	0.69324
PS237450	PS249500	0.69323	0.48588	0.2548	0.69323
PS107250	PS208085	0.69322	0.42259	0.17167	0.69322
PS108300	PS310700	0.6932	0.10629		0.6932
PS120100	PS277180	0.69318	0.49584	0	0.69318
PS157600	PS308230	0.69317	0.20108	0.30159	0.69317
PS235200	PS300352	0.32203	0.69317	0	0.69317
PS250950	PS303350	0.59813	0.69317	0.58194	0.69317
PS277600	PS602014	0.69315	0.0794	0.60076	0.69315
PS276900	PS277450	0.69314	0.47117	0	0.69314
PS161050	PS601419	0.69313	0.52445	0.26207	0.69313
PS305100	PS312080	0.69312	0.44488	0.23174	0.69312
PS131100	PS158600	0.38226	0.6931	0.20383	0.6931
PS160150	PS300009	0.26868	0.6931	0.16742	0.6931
PS190440	PS607594	0.43938	0.6931	0.16742	0.6931
PS202700	PS224120	0.49837	0.6931	0.27808	0.6931
PS233300	PS300352	0.69309	0.2997	0	0.69309
PS116200	PS190440	0.69307	0.27087	0.11161	0.69307
PS209900	PS602483	0.69306	0.41337	0.27227	0.69306
PS600721	PS610489	0.69305	0.40229	0.64813	0.69305
PS160565	PS251450	0	0.69304	0	0.69304
PS233400	PS244400	0.69301	0.49102	0.22931	0.69301
PS132400	PS236100	0.693	0.17894	0	0.693
PS145980	PS248600	0.19956	0.46831	0.693	0.693
PS248600	PS265120	0.66195	0.39141	0.693	0.693
PS248600	PS601198	0.14207	0.07987	0.693	0.693
PS254130	PS604004	0.69297	0.4574		0.69297
PS607765	PS615952	0.69296	0.49143	0.20383	0.69296
PS227650	PS259900	0.39447	0.69295	0.4643	0.69295
PS309801	PS607594	0.45833	0.69293	0.12557	0.69293
PS157640	PS244400	0.55728	0.6929	0.1917	0.6929
PS163950	PS277180	0.59139	0.69288	0	0.69288
PS108600	PS160700	0.41619	0.63531	0.69286	0.69286
PS108600	PS188050	0.37033	0.67759	0.69286	0.69286
PS160700	PS161050	0.52647	0.44793	0.69286	0.69286
PS160700	PS234200	0.62955	0.56651	0.69286	0.69286
PS203300	PS204000	0.69285	0.504	0.35186	0.69285
PS151660	PS309801	0.69282	0.63521	0.13952	0.69282
PS269500	PS607326	0.69282	0.16544	0.30575	0.69282
PS133100	PS222470	0.48412	0.69276	0.13952	0.69276
PS157640	PS160900	0.40586	0.52682	0.69275	0.69275
PS160900	PS603041	0.35932	0.43413	0.69275	0.69275
PS256100	PS603387	0.69274	0.46456	0.30159	0.69274
PS126800	PS608583	0.69273	0.09888	0.13892	0.69273
PS189800	PS273750	0.5369	0.69273		0.69273
PS156200	PS222470	0.57752	0.6927	0.16742	0.6927
PS108600	PS600630	0.0515	0.69268	0.5014	0.69268
PS176670	PS224050	0.69268	0.47398	0.30575	0.69268
PS122470	PS145980	0.69267	0.54494	0.22931	0.69267
PS268310	PS600630	0.51034	0.69267	0.31192	0.69267
PS108600	PS159000	0.66672	0.69262	0.19863	0.69262
PS193900	PS300751	0.69261	0.55866	0	0.69261
PS189800	PS603278	0.55864	0.69257		0.69257
PS606215	PS607596	0.53027	0.69255	0.49016	0.69255
PS256100	PS615040	0.69253	0.22354	0	0.69253
PS151623	PS222470	0.69251	0.68734	0.16742	0.69251
PS164400	PS242860	0.69249	0.40784	0.42914	0.69249
PS203300	PS210200	0.31813	0.69246	0.19863	0.69246
PS276700	PS601675	0.69242	0.48712	0.14649	0.69242
PS188550	PS193900	0.69239	0.26708		0.69239
PS105250	PS128100	0.69238	0.42379	0.17309	0.69238
PS134600	PS609060	0.69238	0.39313	0.1435	0.69238
PS114580	PS603513	0.11895	0.69234	0.29848	0.69234
PS116200	PS239300	0.3075	0.69233	0	0.69233
PS173900	PS266600	0.39656	0.50938	0.69232	0.69232
PS175800	PS222470	0.55757	0.69232	0.11161	0.69232
PS220290	PS256730	0.69231	0.66366	0.30575	0.69231
PS220400	PS605432	0.69229	0.49491	0.08371	0.69229
PS222470	PS241550	0.33305	0.69226	0.16742	0.69226
PS126800	PS309801	0.69225	0.17649	0.12557	0.69225
PS214450	PS249500	0.69223	0.66204	0.46062	0.69223
PS603387	PS612286	0.69222	0.41771	0.35399	0.69222
PS127550	PS607326	0.69221	0.43128	0.23658	0.69221
PS151660	PS220210	0.34108	0.6922	0.33342	0.6922
PS252150	PS605432	0.58164	0.6922	0.40095	0.6922
PS160120	PS609308	0.69218	0.53426	0.21881	0.69218
PS231050	PS277450	0.69218	0	0	0.69218
PS254800	PS400044	0.69217	0.46541	0.18728	0.69217
PS193900	PS204000	0.69216	0.40851	0	0.69216
PS210200	PS229200	0.69211	0.43445	0.6386	0.69211
PS118220	PS607014	0.6921	0.62272	0.51278	0.6921
PS214700	PS254130	0.10942	0.69206	0.30575	0.69206
PS145980	PS228520	0.69202	0.33479	0.20383	0.69202
PS105400	PS601390	0.692	0.27268	0.3244	0.692
PS168000	PS241550	0.26181	0.69199	0.17253	0.69199
PS220290	PS259100	0.09339	0.69198		0.69198
PS160900	PS309800	0.35563	0.40029	0.69197	0.69197
PS179850	PS304500	0.69197	0.47289	0.43461	0.69197
PS257300	PS306400	0.34903	0.69197	0.2446	0.69197
PS105650	PS609620	0.63659	0.69194	0.18063	0.69194
PS210200	PS300633	0.42363	0.69194		0.69194
PS121210	PS251450	0.07314	0.69193	0	0.69193
PS210200	PS244400	0.69192	0.49783	0.19473	0.69192
PS112240	PS308350	0.09644	0.69191	0.20383	0.69191
PS151623	PS607426	0.37601	0.58874	0.69189	0.69189
PS165500	PS308350	0.69187	0.58178	0.10464	0.69187
PS204000	PS248600	0.69187	0.3831	0.1264	0.69187
PS254800	PS614372	0.69187	0	0.19863	0.69187
PS183600	PS607326	0.69181		0.30575	0.69181
PS174050	PS614388	0.35727	0.69178	0.33342	0.69178
PS189800	PS252350	0.69177	0.20539		0.69177
PS160150	PS607765	0.69175	0.54249	0.24751	0.69175
PS160565	PS168000	0	0.69175	0.19721	0.69175
PS158350	PS257300	0.69174	0.67553	0.21566	0.69174
PS194070	PS610799	0.69173	0.63882	0.5969	0.69173
PS168600	PS608594	0.69171	0.66979	0.23758	0.69171
PS175100	PS615952	0.69171	0.56475	0.47793	0.69171
PS300352	PS614039	0.32797	0.69171	0.36279	0.69171
PS200600	PS305620	0.6917	0.53179	0.26207	0.6917
PS300352	PS602483	0.60291	0.6917	0.27209	0.6917
PS145980	PS610542	0.38066	0.69165	0.5382	0.69165
PS256520	PS612199	0.69165	0.33296	0	0.69165
PS220210	PS609308	0.1415	0.69164	0.12557	0.69164
PS210600	PS309801	0.69163	0.52651	0.56211	0.69163
PS134600	PS277450	0.69162	0.24951	0	0.69162
PS160700	PS252150	0.50651	0.42598	0.69162	0.69162
PS160700	PS609161	0.61539	0.24787	0.69162	0.69162
PS188050	PS252150	0.37085	0.3627	0.69162	0.69162
PS188050	PS609161	0.46086	0.27	0.69162	0.69162
PS211530	PS600462	0.69162	0.09584	0	0.69162
PS273750	PS312080	0.6746	0.69162	0.2446	0.69162
PS118100	PS266600	0.69156	0.06389	0.25552	0.69156
PS208000	PS210600	0.2446	0.27056	0.69156	0.69156
PS236670	PS614742	0.34309	0.36822	0.69156	0.69156
PS613155	PS614742	0.44255	0.35779	0.69156	0.69156
PS214100	PS273750	0.69153	0.43783	0.35186	0.69153
PS193000	PS312080	0.69151	0.37105	0.23174	0.69151
PS242300	PS604772	0.61251	0.69149	0.12557	0.69149
PS600630	PS605389	0.69148	0.34418	0.27785	0.69148
PS120435	PS234200	0.66717	0.55737	0.69139	0.69139
PS165500	PS257300	0.69138	0.52166	0.13952	0.69138
PS603278	PS607765	0.69138	0.30164	0.23519	0.69138
PS165500	PS208085	0.62213	0.69133	0.13394	0.69133
PS310700	PS603278	0.69132	0.20531		0.69132
PS607411	PS608594	0.69129	0.31627	0.32551	0.69129
PS312080	PS601495	0.69127	0.68979	0.22931	0.69127
PS108800	PS602483	0.69125	0.4546	0.29466	0.69125
PS119530	PS189800	0.69118	0.65611		0.69118
PS275200	PS600630	0.49765	0.69117	0.17887	0.69117
PS256450	PS271930	0.50512	0.69115	0.17107	0.69115
PS308240	PS607634	0.43015	0.69115	0.11161	0.69115
PS120100	PS242300	0.6911	0.33904	0.49486	0.6911
PS310700	PS600513	0.6911	0.06389		0.6911
PS160900	PS224690	0.45322	0.69109	0.60588	0.69109
PS273750	PS312170	0.37076	0.69109	0.1508	0.69109
PS188550	PS300633	0.69107	0.26529		0.69107
PS300009	PS607086	0.31904	0.69104	0.11161	0.69104
PS175100	PS310700	0.69103	0.27258		0.69103
PS220400	PS603513	0.54864	0.69103	0.1508	0.69103
PS229200	PS256520	0.69103	0.28387	0	0.69103
PS251600	PS601198	0.69094	0.06846	0.19863	0.69094
PS310300	PS604364	0.69094	0.37381	0.32396	0.69094
PS239300	PS609192	0.39359	0.69091	0.47972	0.69091
PS187300	PS600630	0.69087	0.07178	0.65719	0.69087
PS127550	PS608594	0.69083	0.47101	0.23658	0.69083
PS164400	PS175780	0.69076	0.35556	0.2446	0.69076
PS212065	PS256730	0.64487	0.69067	0	0.69067
PS309800	PS615040	0.69067	0.40159	0	0.69067
PS135500	PS241550	0.69064	0.28813	0.20383	0.69064
PS147950	PS249270	0.27442	0.69064	0.05581	0.69064
PS105250	PS614429	0.69062	0.08713	0.14741	0.69062
PS160700	PS256450	0.6533	0.69057	0.52809	0.69057
PS113900	PS270300	0.69056	0.56154	0.20838	0.69056
PS160700	PS614388	0.69055	0.68466	0.27117	0.69055
PS208000	PS270300	0.20802	0.69054	0.11719	0.69054
PS224120	PS608808	0.69054			0.69054
PS114580	PS607634	0.5528	0.69049	0.12557	0.69049
PS183600	PS251270	0.69049		0.3194	0.69049
PS108720	PS127550	0.69048	0.23887		0.69048
PS118220	PS277450	0.58969	0.69044	0.36279	0.69044
PS114580	PS211400	0.69041	0.67632	0.6325	0.69041
PS275200	PS614039	0.69038	0.41525	0.51602	0.69038
PS133100	PS257300	0.35957	0.69037	0.26207	0.69037
PS257300	PS609129	0.69035	0.66044	0.27808	0.69035
PS235200	PS614080	0.27684	0.69032	0.21424	0.69032
PS136760	PS192500	0.69031	0.16753	0.11161	0.69031
PS601198	PS615952	0.69031	0.47589	0.23815	0.69031
PS271930	PS305620	0.69029	0.57326	0.26207	0.69029
PS105250	PS107250	0.69022	0.07987	0.15847	0.69022
PS276900	PS310700	0.69021	0.16798		0.69021
PS201000	PS256520	0.29574	0.6902	0	0.6902
PS254130	PS610542	0	0.69018	0.10045	0.69018
PS211400	PS251270	0.11429	0.69013	0.25745	0.69013
PS135500	PS220210	0.53769	0.69011	0.21112	0.69011
PS300009	PS601144	0.45971	0.69011	0.07441	0.69011
PS222470	PS604169	0.20454	0.6901	0.16742	0.6901
PS136800	PS204000	0.69009	0.32844	0.30575	0.69009
PS151623	PS604233	0.69007	0.36489	0.26304	0.69007
PS208085	PS244400	0.69007	0.33884	0.35186	0.69007
PS303350	PS607411	0.69007	0.27073	0.2446	0.69007
PS604348	PS614742	0.48742	0.69007	0.50144	0.69007
PS160700	PS187950	0.69003	0.59909	0.27117	0.69003
PS227650	PS234200	0.69003	0.60777	0.46682	0.69003
PS188550	PS607086	0.69001	0.56667		0.69001
PS277300	PS610799	0.68997	0.41181	0.32112	0.68997
PS278300	PS601675	0.68996	0.3384	0.2103	0.68996
PS120435	PS601144	0.68994	0.53778	0.16933	0.68994
PS109730	PS158350	0.6289	0.68993	0.67845	0.68993
PS121210	PS270300	0.44082	0.68991	0.08371	0.68991
PS310700	PS607086	0.68988	0.17798		0.68988
PS113900	PS168000	0.21495	0.68984	0.16687	0.68984
PS227650	PS276900	0.68984	0.45852	0.23174	0.68984
PS249270	PS615952	0.49322	0.68984	0.07441	0.68984
PS243310	PS607326	0.68982	0.40462	0.28482	0.68982
PS182250	PS249000	0.68981	0.4553	0.2103	0.68981
PS160565	PS253310	0.50098	0.6898	0.28599	0.6898
PS300633	PS607765	0.68979	0.48104		0.68979
PS214150	PS615040	0.68978	0.54227	0	0.68978
PS603513	PS609620	0.47444	0.68978	0.19898	0.68978
PS157600	PS610489	0.68977	0.32733	0.21839	0.68977
PS173900	PS607326	0.68976	0.65842	0.22689	0.68976
PS107970	PS309801	0.68972	0.48619	0.13952	0.68972
PS168000	PS213600	0.62024	0.68968	0.39968	0.68968
PS214100	PS257920	0.68968	0	0.10045	0.68968
PS104500	PS609308	0.68966	0.30367	0.13394	0.68966
PS115150	PS254130	0.09316	0.68965	0.12761	0.68965
PS105250	PS241550	0.68964	0.0697	0.26389	0.68964
PS235200	PS613155	0.67902	0.68964	0.09301	0.68964
PS252350	PS609060	0.29562	0.41207	0.68964	0.68964
PS121210	PS239300	0.10271	0.68963	0	0.68963
PS136760	PS614742	0.4868	0.68198	0.68962	0.68962
PS237450	PS603041	0.68957	0.07188	0.4908	0.68957
PS601675	PS607014	0.59668	0.68957	0.11959	0.68957
PS209900	PS271930	0.27778	0.68951	0.33342	0.68951
PS270300	PS608594	0.68951	0.65012	0.2446	0.68951
PS104290	PS202200	0.44599	0.6895	0.21243	0.6895
PS256450	PS607634	0.67736	0.6895	0.12878	0.6895
PS158600	PS212065	0.18742	0.68948	0	0.68948
PS104290	PS607014	0.57332	0.67313	0.68946	0.68946
