PS_i	PS_j	Sim_BP	Sim_CC	Sim_MF	Sim_GO_max
PS175800	PS272430	0.68944	0.15472	0.13698	0.68944
PS260370	PS610799	0.68944	0.47273	0.22679	0.68944
PS116200	PS136500	0.68942	0.30522	0.11161	0.68942
PS208000	PS600118	0.59143	0.68941	0.08929	0.68941
PS114580	PS136760	0.68935	0.47054	0.13394	0.68935
PS168000	PS192600	0.24035	0.68935	0.47424	0.68935
PS215100	PS233300	0.68932	0.38551	0.22244	0.68932
PS218330	PS605432	0.68931	0.68182	0.16742	0.68931
PS254130	PS606215	0.03584	0.6893	0.21925	0.6893
PS105250	PS119530	0.68927	0.07987	0.26389	0.68927
PS259900	PS300633	0.43774	0.68927		0.68927
PS135900	PS608567	0.68919	0.49743	0.16702	0.68919
PS136500	PS305100	0.68916	0.43133	0.16742	0.68916
PS105550	PS213300	0.68914	0.47586	0.22931	0.68914
PS160700	PS220210	0.25216	0.68909	0.25964	0.68909
PS192500	PS213300	0.68908	0.64038	0.23229	0.68908
PS242860	PS244400	0.68907	0.5012	0.21566	0.68907
PS131100	PS310700	0.68902	0.25441		0.68902
PS157640	PS249500	0.689	0.46924	0.49904	0.689
PS236730	PS610489	0.689	0.41341	0.22231	0.689
PS601390	PS609129	0.689	0.39614	0.51487	0.689
PS202200	PS600165		0.68897		0.68897
PS105250	PS105550	0.68895	0.07987	0.20838	0.68895
PS161050	PS214100	0.20501	0.68895	0.23174	0.68895
PS105650	PS308350	0.68887	0.68787	0.17309	0.68887
PS600165	PS607634		0.68885		0.68885
PS269500	PS601419	0.68884	0.20437	0.33342	0.68884
PS273750	PS615952	0.68882	0.65538	0.37491	0.68882
PS158350	PS300345	0.6888	0.51094	0.6039	0.6888
PS254090	PS300633	0.6888	0.38395		0.6888
PS308240	PS609129	0.53969	0.68879	0.52046	0.68879
PS158600	PS224120	0.48962	0.68873	0.30575	0.68873
PS225750	PS273750	0.62761	0.68873	0.17309	0.68873
PS244400	PS600630	0.05003	0.68872	0.27785	0.68872
PS121210	PS613155	0.24104	0.68869	0.24069	0.68869
PS168600	PS278300	0.6467	0.3125	0.68869	0.68869
PS187300	PS601419	0.68869	0.23925	0.30159	0.68869
PS192500	PS227650	0.68866	0.49219	0.20944	0.68866
PS112240	PS158350	0.1517	0.68865	0.21566	0.68865
PS182250	PS253310	0.68865	0.36514	0.63	0.68865
PS168000	PS249500	0.68863	0.63563	0.45367	0.68863
PS105650	PS256450	0.66533	0.6886	0.56519	0.6886
PS208500	PS248600	0.20311	0.68858	0.1264	0.68858
PS203300	PS609308	0.55476	0.68857	0.12557	0.68857
PS160700	PS214700	0.68854	0.55937	0.24647	0.68854
PS160700	PS202700	0.6885	0.59325	0.24647	0.6885
PS211400	PS610542	0.15497	0.6885	0.06278	0.6885
PS602483	PS606215	0.6885	0.60615	0.43141	0.6885
PS154500	PS614372	0.68848	0	0.66149	0.68848
PS162000	PS190440	0.67573	0.68843	0.16742	0.68843
PS605432	PS608583	0.6884	0.3477	0.06976	0.6884
PS604772	PS614675	0.20014	0.68836	0.48832	0.68836
PS122470	PS256450	0.68835	0.67103	0.45935	0.68835
PS208000	PS256300	0.42124	0.68835	0.13022	0.68835
PS222470	PS601495	0.21948	0.68835	0.13394	0.68835
PS259900	PS607432	0.29441	0.68835	0.4643	0.68835
PS147920	PS607426	0.29912	0.52534	0.68834	0.68834
PS605389	PS614742	0.68834	0.34361	0.2103	0.68834
PS105550	PS113900	0.68833	0.59339	0.20714	0.68833
PS162000	PS607411	0.68833	0.19112	0.30575	0.68833
PS168600	PS259900	0.68833	0.62342	0.64971	0.68833
PS609060	PS614039	0.19584	0.49724	0.68833	0.68833
PS135500	PS252350	0.55542	0.22003	0.68832	0.68832
PS104500	PS242860	0.6883	0.08366	0.21566	0.6883
PS167250	PS203300	0.68829	0.51249	0.33342	0.68829
PS158810	PS175800	0.68827	0.24278	0.11161	0.68827
PS118100	PS278300	0.68823	0.3393	0.27795	0.68823
PS162400	PS607765	0.60236	0.68822	0.67438	0.68822
PS154500	PS203300	0.33238	0.6882	0.21424	0.6882
PS605389	PS608594	0.68818	0.61006	0.30575	0.68818
PS160565	PS209900	0.38027	0.68811	0.35186	0.68811
PS116200	PS224120	0.34108	0.6881	0.19863	0.6881
PS203300	PS612199	0.6881	0.48344	0.23174	0.6881
PS105650	PS300345	0.48255	0.68809	0.51996	0.68809
PS187300	PS312170	0.68807	0.07519	0.22225	0.68807
PS254090	PS308240	0.68807	0.44505	0.20383	0.68807
PS252350	PS603278	0.62613	0.41761	0.68805	0.68805
PS276700	PS601419	0.68803	0.42118	0.1435	0.68803
PS167250	PS610542	0.68802	0.42329	0.11959	0.68802
PS270300	PS607596	0.68802	0.40636	0.1738	0.68802
PS213300	PS242300	0.68798	0.39899	0.11161	0.68798
PS272430	PS303350	0.68795	0.17978	0.31304	0.68795
PS168000	PS614675	0.06306	0.68794	0.48057	0.68794
PS266900	PS607765	0.68794	0.50509	0.17471	0.68794
PS117550	PS162400	0.68792	0.35901	0.60156	0.68792
PS203100	PS249000	0.68792	0.59404	0.17593	0.68792
PS143880	PS160565	0.34173	0.68789	0.16742	0.68789
PS105250	PS614388	0.68785	0.34586	0.29993	0.68785
PS215100	PS305100	0.68785	0.56324	0.22931	0.68785
PS126800	PS202200	0.68784	0.12715	0.30575	0.68784
PS237450	PS604004	0.42234	0.68784		0.68784
PS251270	PS606215	0.30546	0.68784	0.24092	0.68784
PS271930	PS601678	0.14162	0.68783	0.09301	0.68783
PS163950	PS300633	0.68782	0.37946		0.68782
PS175800	PS254090	0.68782	0.24278	0.11161	0.68782
PS254130	PS607634	0.68782	0.56594	0.16742	0.68782
PS202200	PS258150	0.68777	0.389	0.30575	0.68777
PS134600	PS607426	0.51178	0.34963	0.68776	0.68776
PS179850	PS256520	0.35902	0.68775	0.54419	0.68775
PS147950	PS601678	0.28989	0.68774	0.08371	0.68774
PS271930	PS607765	0.51113	0.68771	0.1738	0.68771
PS271930	PS610542	0.63262	0.68771	0.10045	0.68771
PS249500	PS277450	0.65944	0.6877	0.54419	0.6877
PS157640	PS601419	0.62526	0.68767	0.21693	0.68767
PS104290	PS309510	0.67062	0.50709	0.68765	0.68765
PS162000	PS213300	0.68762	0.48005	0.27808	0.68762
PS115200	PS607765	0.6876	0.5976	0.20019	0.6876
PS300633	PS308240	0.6876	0.49886		0.6876
PS169150	PS300633	0.68752	0.18598		0.68752
PS275200	PS607596	0.62147	0.68752	0.54241	0.68752
PS116200	PS158350	0.68751	0.68141	0.17253	0.68751
PS312080	PS610542	0.6875	0.52006	0.56211	0.6875
PS224120	PS607634	0.57085	0.68748	0.16742	0.68748
PS252150	PS309800	0.43431	0.68747	0.5833	0.68747
PS202700	PS273750	0.68745	0.46307	0.35186	0.68745
PS136800	PS209900	0.68744	0.5382	0.33342	0.68744
PS175100	PS179850	0.68744	0.52236	0.46682	0.68744
PS142690	PS188550	0.28692	0.68742		0.68742
PS243310	PS249270	0.68742	0.46984	0.08371	0.68742
PS194070	PS602014	0.68741	0.32858	0.29955	0.68741
PS600721	PS607596	0.3954	0.68741	0.51278	0.68741
PS257920	PS615419	0.68738	0	0.10045	0.68738
PS160120	PS277450	0.68734	0.60573	0	0.68734
PS208500	PS605432	0.6873	0.53183	0.16742	0.6873
PS143880	PS310500	0.68728	0.59582	0.16742	0.68728
PS104290	PS607426	0.13665	0.45534	0.68725	0.68725
PS108600	PS121200	0.68723	0.34541	0.15287	0.68723
PS277600	PS607594	0.65002	0.68723	0.22255	0.68723
PS118220	PS208000	0.38635	0.66681	0.6872	0.6872
PS162400	PS165500	0.67795	0.60382	0.6872	0.6872
PS162400	PS276700	0.50385	0.37284	0.6872	0.6872
PS277180	PS613280	0.21692	0.6872	0	0.6872
PS277180	PS615419	0.24242	0.6872	0	0.6872
PS249500	PS300633	0.68719	0.47852		0.68719
PS159000	PS614080	0.28565	0.68713	0.17593	0.68713
PS160700	PS162400	0.68711	0.66785	0.51831	0.68711
PS158600	PS607326	0.56423	0.68707	0.33342	0.68707
PS191100	PS300633	0.68707	0.5499		0.68707
PS604364	PS609129	0.68706	0.43016	0.2446	0.68706
PS112240	PS270300	0.18998	0.68705	0.2446	0.68705
PS210200	PS308230	0.68703	0.45381	0.51919	0.68703
PS147950	PS249500	0.68702	0.59149	0.56662	0.68702
PS168600	PS600462	0.32461	0.68702	0.32651	0.68702
PS243310	PS309801	0.68697	0.44378	0.12557	0.68697
PS124900	PS190440	0.68696	0.24319	0.16742	0.68696
PS231200	PS244400	0.68696	0.31826	0.23174	0.68696
PS605389	PS608567	0.68696	0.65106	0.17471	0.68696
PS156610	PS243310	0.60714	0.68693	0.28482	0.68693
PS603387	PS605389	0.6869	0.41706	0.30159	0.6869
PS105250	PS265120	0.68687	0.52251	0.17593	0.68687
PS115210	PS188550	0.68686	0.24671		0.68686
PS147950	PS608594	0.60381	0.68684	0.2446	0.68684
PS175780	PS202700	0.68683	0.34721	0.26389	0.68683
PS309510	PS613155	0.68683	0.56164	0.35866	0.68683
PS162000	PS305620	0.68682	0.56711	0.25024	0.68682
PS210600	PS214450	0.66019	0.59616	0.68681	0.68681
PS192600	PS234200	0.6868	0.52188	0.65783	0.6868
PS305620	PS614039	0.60717	0.68678	0.4612	0.68678
PS271930	PS273750	0.328	0.68677	0.35186	0.68677
PS271930	PS308350	0.47856	0.68677	0.20383	0.68677
PS189800	PS601764	0.68673	0.46365		0.68673
PS127550	PS613155	0.68671	0.44907	0.12176	0.68671
PS169150	PS231200	0.68669	0.60175		0.68669
PS167200	PS615774	0.14744	0.68668		0.68668
PS224050	PS603041	0.68668	0.60205	0.38472	0.68668
PS202200	PS214450	0.68666	0.46708	0.28901	0.68666
PS276700	PS308230	0.68666	0.50693	0.37208	0.68666
PS224690	PS249500	0.68665	0.52114	0.22255	0.68665
PS604364	PS606215	0.68663	0.50293	0.2094	0.68663
PS185800	PS607596	0.68661	0	0.26389	0.68661
PS186500	PS607596	0.68661	0	0.26389	0.68661
PS220400	PS270300	0.68501	0.68661	0.13589	0.68661
PS153840	PS272430	0.55798	0.68658	0.14649	0.68658
PS151623	PS165500	0.68656	0.5684	0.46239	0.68656
PS115200	PS169150	0.68651	0.41147		0.68651
PS136760	PS265120	0.68643	0.21266	0.11959	0.68643
PS605389	PS613155	0.68643	0.49699	0.09567	0.68643
PS108600	PS145980	0.31499	0.68642	0.4459	0.68642
PS193100	PS607411	0.68641	0.19104	0.27795	0.68641
PS604004	PS614388	0.54615	0.68641		0.68641
PS177900	PS233300	0.6864		0.30575	0.6864
PS115150	PS117550	0.68639	0.32192	0.34866	0.68639
PS168000	PS615895	0.36943	0.44853	0.68637	0.68637
PS312080	PS609060	0.68636	0.56073	0.64385	0.68636
PS116200	PS210600	0.68635	0.44899	0.15449	0.68635
PS123100	PS310500	0.68635	0.2335	0.21243	0.68635
PS233400	PS309510	0.68635	0.67398	0.68171	0.68635
PS177900	PS310700	0.68634			0.68634
PS224050	PS278300	0.68633	0.36875	0.58822	0.68633
PS239300	PS615040	0.09031	0.68632	0	0.68632
PS270300	PS609060	0.68632	0.39359	0.11959	0.68632
PS179850	PS224120	0.34543	0.68631	0.23174	0.68631
PS105250	PS209900	0.36113	0.6863	0.29993	0.6863
PS127550	PS147950	0.68627	0.4617	0.2103	0.68627
PS204000	PS602483	0.68627	0.40045	0.25318	0.68627
PS118450	PS605711	0.16347	0.06709	0.68626	0.68626
PS224050	PS605711	0.30301	0.43042	0.68626	0.68626
PS208085	PS256100	0.6862	0.4382	0.35186	0.6862
PS135500	PS208500	0.64519	0.68619	0.20383	0.68619
PS225750	PS266900	0.68618	0.46777	0.17309	0.68618
PS210600	PS601144	0.68616	0.24854	0.14112	0.68616
PS277450	PS607594	0.59741	0.68614	0	0.68614
PS168600	PS248370	0.47489	0.68613	0.13394	0.68613
PS160900	PS233400	0.40226	0.48369	0.68609	0.68609
PS187950	PS248370	0.33177	0.68607	0.16742	0.68607
PS132400	PS251450	0.24518	0.68602	0	0.68602
PS215100	PS615419	0.68598	0.29385	0.22931	0.68598
PS270300	PS609620	0.62994	0.68594	0.18252	0.68594
PS233400	PS605432	0.5014	0.68591	0.49486	0.68591
PS176670	PS610799	0.56331	0.68588	0.30575	0.68588
PS249000	PS609620	0.68584	0.64052	0.19898	0.68584
PS220400	PS227650	0.68582	0.53476	0.13904	0.68582
PS277600	PS310700	0.68582	0.07159		0.68582
PS135500	PS610542	0.62168	0.68577	0.5382	0.68577
PS193000	PS265120	0.51102	0.68576	0.20383	0.68576
PS203300	PS300352	0.25302	0.68576	0	0.68576
PS225750	PS259700	0.68575	0.36658	0.43311	0.68575
PS104290	PS601675	0.68572	0.67921	0.50736	0.68572
PS136760	PS312080	0.68572	0.36276	0.56555	0.68572
PS167250	PS204000	0.68572	0.37795	0.30575	0.68572
PS607634	PS612286	0.68572	0.5663	0.16742	0.68572
PS113900	PS158600	0.56068	0.6857	0.26389	0.6857
PS157600	PS192500	0.68568	0.21317	0.23229	0.68568
PS249500	PS251600	0.68566	0.28185	0.23174	0.68566
PS151100	PS601419	0.63186	0.68564	0.23852	0.68564
PS156200	PS259900	0.3836	0.68562	0.61824	0.68562
PS100300	PS105650	0.49678	0.6856	0.19473	0.6856
PS118220	PS300633	0.6856	0.53774		0.6856
PS214100	PS607596	0.6856	0.48277	0.19863	0.6856
PS208500	PS211400	0.68557	0.32479	0.21424	0.68557
PS114580	PS249270	0.41036	0.68556	0.07727	0.68556
PS203100	PS249500	0.6615	0.68556	0.15287	0.68556
PS179850	PS249500	0.68554	0.62832	0.56662	0.68554
PS180849	PS614039	0.6334	0.66702	0.68554	0.68554
PS266600	PS609192	0.55516	0.43986	0.68552	0.68552
PS161050	PS175800	0.59897	0.36799	0.68551	0.68551
PS161050	PS252150	0.40015	0.31258	0.68551	0.68551
PS175780	PS192500	0.6793	0.68549	0.21707	0.68549
PS176670	PS303350	0.68544	0.44173	0.19863	0.68544
PS117550	PS300751	0.68539	0.4684	0.21566	0.68539
PS128100	PS165500	0.68538	0.53688	0.65548	0.68538
PS157600	PS187950	0.68535	0.32831	0.33342	0.68535
PS600513	PS604364	0.68535	0.39132	0.13589	0.68535
PS118100	PS300352	0.68436	0.68532	0	0.68532
PS304500	PS609129	0.32859	0.68531	0.4074	0.68531
PS160700	PS607086	0.68529	0.32511	0.60033	0.68529
PS203300	PS604004	0.68529	0.41941		0.68529
PS224690	PS607014	0.41513	0.68529	0.11959	0.68529
PS227650	PS603387	0.68527	0.68501	0.49504	0.68527
PS169150	PS615952	0.68525	0.4699		0.68525
PS105250	PS193500	0.68524	0.08215	0.20383	0.68524
PS143880	PS607432	0.68524	0.27807	0.13394	0.68524
PS156610	PS192500	0.16767	0.68524	0.23229	0.68524
PS165500	PS277180	0.52754	0.68523	0	0.68523
PS208000	PS214700	0.43067	0.68519	0.13022	0.68519
PS160700	PS612199	0.66177	0.68517	0.20601	0.68517
PS278300	PS614742	0.56887	0.26473	0.68515	0.68515
PS249270	PS312080	0.68512	0.39864	0.06697	0.68512
PS601419	PS606215	0.68512	0.46407	0.23174	0.68512
PS101800	PS136500	0.68511	0.22165	0.44879	0.68511
PS114580	PS610542	0.67477	0.68511	0.10045	0.68511
PS131100	PS233400	0.57508	0.62813	0.68511	0.68511
PS122000	PS609060	0.62465	0.68508	0.48787	0.68508
PS257920	PS602483	0.46965	0.25686	0.68503	0.68503
PS122470	PS208085	0.59618	0.68496	0.33342	0.68496
PS104500	PS257920	0.3228	0.68495	0.10045	0.68495
PS105400	PS609129	0.50283	0.68495	0.41073	0.68495
PS106600	PS600512		0.68495	0.16742	0.68495
PS106600	PS614372	0.48719	0.68495	0.22931	0.68495
PS190440	PS257920	0	0.68495	0.10045	0.68495
PS231050	PS251450	0.3069	0.68495	0	0.68495
PS257920	PS276700	0.42396	0.68495	0.56211	0.68495
PS143880	PS201000	0.68489	0.40582	0.16742	0.68489
PS211530	PS256730	0.68485	0.37506	0	0.68485
PS104290	PS251200	0.68484	0.43784	0.21243	0.68484
PS180849	PS604233	0.68483	0.55684	0.15885	0.68483
PS224050	PS271930	0.68477	0.49847	0.30575	0.68477
PS131100	PS215100	0.67197	0.68474	0.59195	0.68474
PS101800	PS160700	0.59225	0.50887	0.68473	0.68473
PS118100	PS234200	0.68473	0.64231	0.28901	0.68473
PS160700	PS249500	0.68473	0.6449	0.21566	0.68473
PS188550	PS603387	0.68469	0.18113		0.68469
PS268310	PS607426	0.35235	0.68468	0.26389	0.68468
PS104500	PS203100	0.68463	0.07018	0.17471	0.68463
PS136800	PS233400	0.37704	0.6846	0.22931	0.6846
PS156200	PS607765	0.6846	0.45897	0.4141	0.6846
PS108600	PS610799	0.27992	0.48229	0.68455	0.68455
PS175780	PS312170	0.68455	0.60512	0.13195	0.68455
PS234200	PS609192	0.68453	0.52216	0.63206	0.68453
PS251270	PS613155	0.24674	0.68453	0.10654	0.68453
PS151623	PS212065	0.55433	0.68452	0	0.68452
PS275200	PS602014	0.68451	0.28428	0.12118	0.68451
PS164400	PS601390	0.68448	0.49172	0.16742	0.68448
PS185800	PS609161	0.68448	0	0.12557	0.68448
PS186500	PS609161	0.68448	0	0.12557	0.68448
PS607594	PS608594	0.57505	0.68448	0.30575	0.68448
PS607596	PS612286	0.68448	0.27014	0.26389	0.68448
PS266600	PS615774	0.68447	0.04792		0.68447
PS160700	PS215100	0.68195	0.68444	0.21243	0.68444
PS231050	PS277180	0.68444	0.51087	0	0.68444
PS241550	PS277600	0.68438	0.1261	0.22255	0.68438
PS234200	PS400044	0.68437	0.54038	0.67287	0.68437
PS258150	PS603387	0.68436	0.5125	0.30159	0.68436
PS117550	PS607426	0.68434	0.39348	0.20019	0.68434
PS136800	PS151100	0.68434	0.37806	0.22568	0.68434
PS168000	PS601419	0.68429	0.55808	0.19721	0.68429
PS202200	PS266900	0.68427	0.3185	0.35186	0.68427
PS239300	PS602014	0.12621	0.68425	0.36279	0.68425
PS154500	PS605711	0.68424	0.59825	0.20019	0.68424
PS136760	PS608567	0.68423	0.13774	0.10464	0.68423
PS174050	PS610799	0.68423	0.51635	0.30575	0.68423
PS158350	PS607432	0.68421	0.55667	0.6039	0.68421
PS253600	PS254130	0.08467	0.68421	0.23174	0.68421
PS118100	PS256730	0.68419	0.60197	0.34033	0.68419
PS168000	PS277180	0.16263	0.68419	0	0.68419
PS268000	PS270300	0.68419	0.442	0.21566	0.68419
PS105650	PS134600	0.68415	0.3254	0.25024	0.68415
PS118450	PS127550	0.68415	0.07893	0.23658	0.68415
PS160565	PS265120	0.29628	0.68415	0.23815	0.68415
PS147950	PS614039	0.68414	0.31953	0.43845	0.68414
PS107250	PS615040	0.68411	0.18114	0	0.68411
PS309510	PS601390	0.68404	0.29526	0.59046	0.68404
PS151100	PS249270	0.68401	0.59898	0.07534	0.68401
PS214450	PS615419	0.68398	0.20972	0.28901	0.68398
PS603041	PS607014	0.68398	0.57928	0.5358	0.68398
PS254800	PS614039	0.68395	0.39298	0.15578	0.68395
PS309800	PS610799	0.68393	0.35669	0.22263	0.68393
PS188550	PS607411	0.68392	0.27655		0.68392
PS108600	PS212065	0.18752	0.68388	0.68023	0.68388
PS210200	PS309800	0.38962	0.68387	0.59312	0.68387
PS210600	PS222470	0.46381	0.68387	0.11161	0.68387
PS161050	PS182250	0.68386	0.31644	0.61605	0.68386
PS105400	PS136760	0.68383	0.40054	0.42078	0.68383
PS277180	PS607765	0.4805	0.68382	0	0.68382
PS204000	PS603387	0.6838	0.48704	0.30159	0.6838
PS300633	PS305620	0.6838	0.59302		0.6838
PS108600	PS256730	0.63602	0.68374	0.23174	0.68374
PS601419	PS607432	0.68374	0.39086	0.26207	0.68374
PS115210	PS615952	0.68372	0.64372	0.3826	0.68372
PS160700	PS607596	0.6837	0.63706	0.18927	0.6837
PS214450	PS260370	0.6837	0.34288	0.58309	0.6837
PS113900	PS220210	0.32613	0.68369	0.24994	0.68369
PS180849	PS601198	0.68366	0.07667	0.44691	0.68366
PS187300	PS271930	0.68366	0.30538	0.29063	0.68366
PS210600	PS229200	0.45946	0.68366	0.34272	0.68366
PS105550	PS116200	0.68365	0.56113	0.18345	0.68365
PS605432	PS609060	0.68362	0.59086	0.46778	0.68362
PS160900	PS165500	0.29067	0.45619	0.68361	0.68361
PS160900	PS276700	0.34794	0.62962	0.68361	0.68361
PS165500	PS610799	0.5651	0.47686	0.68361	0.68361
PS276700	PS610799	0.49151	0.58439	0.68361	0.68361
PS251270	PS252150	0.32677	0.68357	0.12176	0.68357
PS142690	PS250950	0.34373	0.68354	0.64646	0.68354
PS122470	PS142690	0.68351	0.61473	0.27785	0.68351
PS212066	PS309530	0.41009	0.68351	0.22255	0.68351
PS600165	PS608583		0.6835		0.6835
PS118100	PS256520	0.6185	0.68349	0	0.68349
PS183600	PS615040	0.68349		0	0.68349
PS214100	PS239300	0.20325	0.68349	0	0.68349
PS105650	PS277300	0.68346	0.41392	0.65347	0.68346
PS156200	PS600462	0.41755	0.68346	0	0.68346
PS236730	PS248600	0.68344	0.15964	0.1223	0.68344
PS266900	PS603387	0.68343	0.45047	0.32396	0.68343
PS153100	PS234200	0.68342	0.58908	0.23174	0.68342
PS215100	PS277450	0.44269	0.68342	0.46644	0.68342
PS133780	PS175100	0.6834	0.43432	0.21885	0.6834
PS113900	PS300633	0.68337	0.37667		0.68337
PS160120	PS176670	0.68335	0.33838	0.1223	0.68335
PS309510	PS609161	0.68334	0.37243	0.52361	0.68334
PS256730	PS601495	0.49348	0.68329	0.27785	0.68329
PS124900	PS160700	0.68327	0.58347	0.23658	0.68327
PS244400	PS607596	0.32069	0.68327	0.19863	0.68327
PS161050	PS202700	0.68326	0.53559	0.23174	0.68326
PS253600	PS312170	0.42874	0.38655	0.68323	0.68323
PS300345	PS312170	0.48041	0.28316	0.68323	0.68323
PS312080	PS312170	0.67355	0.65204	0.68323	0.68323
PS312170	PS607432	0.5006	0.54433	0.68323	0.68323
PS136800	PS147950	0.68322	0.2954	0.2446	0.68322
PS233400	PS309800	0.48806	0.38061	0.68322	0.68322
PS143880	PS157600	0.68315	0.33199	0.16742	0.68315
PS108600	PS133100	0.18047	0.51795	0.68314	0.68314
PS145980	PS167250	0.68314	0.41998	0.22931	0.68314
PS208000	PS208085	0.68314	0.6609	0.12557	0.68314
PS177900	PS602483	0.68313		0.26389	0.68313
PS187300	PS259100	0.15976	0.68311		0.68311
PS175780	PS212065	0.68308	0.65203	0	0.68308
PS310300	PS605432	0.68303	0.6077	0.16742	0.68303
PS249500	PS615952	0.68302	0.41766	0.27785	0.68302
PS601419	PS607326	0.68302	0.47454	0.33342	0.68302
PS190440	PS193100	0.59438	0.68301	0.47223	0.68301
PS249000	PS312080	0.6473	0.68301	0.2446	0.68301
PS253310	PS612199	0.683	0.62431	0.2103	0.683
PS116200	PS271930	0.4067	0.68299	0.20383	0.68299
PS105250	PS147950	0.68297	0.6623	0.21112	0.68297
PS309801	PS310500	0.30523	0.68297	0.13394	0.68297
PS231050	PS604233	0.68294	0	0.17309	0.68294
PS116200	PS157640	0.68292	0.53562	0.15684	0.68292
PS187950	PS309801	0.46922	0.68291	0.13394	0.68291
PS118220	PS160900	0.34305	0.51225	0.68285	0.68285
PS160900	PS300751	0.38987	0.50393	0.68285	0.68285
PS231050	PS300751	0.63065	0	0.68285	0.68285
PS203300	PS212065	0.16213	0.68284	0	0.68284
PS168600	PS244400	0.54259	0.68278	0.23758	0.68278
PS190440	PS204000	0.68277	0.30274	0.16742	0.68277
PS108300	PS603041	0.49012	0.68274	0.31338	0.68274
PS136520	PS220210	0.68273			0.68273
PS154500	PS165500	0.68272	0.5816	0.5358	0.68272
PS160700	PS163950	0.68271	0.46523	0.59733	0.68271
PS254130	PS604233	0.38721	0.68269	0.17471	0.68269
PS115150	PS121200	0.68267	0.37423	0.10536	0.68267
PS236100	PS265120	0.68267	0.52339	0.17253	0.68267
PS213300	PS602014	0.68266	0.44247	0.13589	0.68266
PS169150	PS256450	0.40745	0.68265		0.68265
PS266900	PS615040	0.68265	0.22969	0	0.68265
PS193900	PS607411	0.68264	0.48636	0	0.68264
PS135900	PS271930	0.68263	0.67862	0.20043	0.68263
PS224050	PS224690	0.52559	0.68262	0.25964	0.68262
PS105400	PS615040	0.68256	0.50871	0	0.68256
PS168000	PS211400	0.12064	0.68255	0.15399	0.68255
PS168600	PS212065	0.68253	0.48186	0.50232	0.68253
PS136500	PS220290	0.68248	0.20893	0.16742	0.68248
PS208000	PS607426	0	0.5554	0.68246	0.68246
PS244400	PS260370	0.68246	0.35252	0.21243	0.68246
PS251450	PS604233	0.09807	0.68246	0	0.68246
PS136800	PS145260	0.68245	0.5568	0.15287	0.68245
PS225750	PS253310	0.68245	0.47102	0.46121	0.68245
PS193100	PS601198	0.68244	0.48627	0.41787	0.68244
PS147950	PS250950	0.68243	0.58479	0.56662	0.68243
PS160700	PS610542	0.53658	0.68243	0.12557	0.68243
PS143880	PS202200	0.68242	0.63963	0.16742	0.68242
PS151623	PS615895	0.68242	0.35605	0.56723	0.68242
PS210200	PS604772	0.21444	0.6824	0.56438	0.6824
PS607086	PS615774	0.17743	0.6824		0.6824
PS134600	PS228520	0.68238	0.21387	0.28482	0.68238
